i_subj_all,i_subj_curr,olife_total,i_onset,i_ori,i_trial,contrast,correct
0,0,50,1,0,0,0.033226911242099998,1
0,0,50,1,0,1,0.033226911242099998,1
0,0,50,1,0,2,0.0109676760216,1
0,0,50,1,0,3,0.0109676760216,0
0,0,50,1,0,4,0.0051697203218499998,0
0,0,50,1,0,5,0.0144696642078,0
0,0,50,1,0,6,0.049363931628300002,1
0,0,50,1,0,7,0.026202221214099999,1
0,0,50,1,0,8,0.045606399576499999,1
0,0,50,1,0,9,0.0232681672947,0
0,0,50,1,0,10,0.019089840169700001,1
0,0,50,1,0,11,0.0555885919223,1
0,0,50,1,0,12,0.0125975628267,1
0,0,50,1,0,13,0.036683428093900003,1
0,0,50,1,0,14,0.0289279762059,1
0,0,50,1,0,15,0.021075711012800001,1
0,0,50,1,0,16,0.0187157098512,1
0,0,50,1,0,17,0.0109676760216,1
0,0,50,1,0,18,0.0083132487104199994,0
0,0,50,1,0,19,0.0123506707548,0
0,0,50,1,0,20,0.016294250323400001,1
0,0,50,1,0,21,0.0194714494187,1
0,0,50,1,0,22,0.0097395453011299999,0
0,0,50,1,0,23,0.015661826438200001,1
0,0,50,1,0,24,0.0128493903144,1
0,0,50,1,0,25,0.0116386492124,0
0,0,50,1,0,26,0.0176367410356,1
0,0,50,1,0,27,0.015661826438200001,1
0,0,50,1,0,28,0.0139080574401,1
0,0,50,1,0,29,0.016952211458200001,1
0,0,50,1,0,30,0.0139080574401,1
0,0,50,1,0,31,0.0128493903144,1
0,0,50,1,0,32,0.0089981810614500005,0
0,0,50,1,0,33,0.010752727122799999,1
0,0,50,1,0,34,0.0133682481486,1
0,0,50,1,0,35,0.0128493903144,1
0,0,50,1,0,36,0.0123506707548,1
0,0,50,1,0,37,0.010132827726,0
0,0,50,1,0,38,0.0097395453011299999,0
0,0,50,1,0,39,0.015661826438200001,1
0,0,50,1,0,40,0.0136354817709,0
0,0,50,1,0,41,0.0176367410356,1
0,0,50,1,0,42,0.016952211458200001,1
0,0,50,1,0,43,0.0123506707548,1
0,0,50,1,0,44,0.0114105503128,1
0,0,50,1,0,45,0.0121086173724,1
0,0,50,1,0,46,0.0118713078489,0
0,0,50,1,0,47,0.0099342405178299998,1
0,0,50,1,0,48,0.0128493903144,1
0,0,50,1,0,49,0.0125975628267,1
0,0,50,1,0,50,0.0088218311121600005,1
0,0,50,1,0,51,0.0123506707548,1
0,0,50,1,0,52,0.0078339863054199994,0
0,0,50,1,0,53,0.010752727122799999,1
0,0,50,1,0,54,0.0088218311121600005,0
0,0,50,1,0,55,0.016952211458200001,1
0,0,50,1,0,56,0.010132827726,1
0,0,50,1,0,57,0.0093615272298800001,0
0,0,50,1,0,58,0.010752727122799999,0
0,0,50,1,0,59,0.010752727122799999,1
0,0,50,1,0,60,0.0123506707548,0
0,0,50,1,0,61,0.0086489373396600004,1
0,0,50,1,0,62,0.0133682481486,1
0,0,50,1,0,63,0.00768045271031,0
0,0,50,1,0,64,0.016619975241699999,1
0,0,50,1,0,65,0.013106251877700001,0
0,0,50,1,0,66,0.010752727122799999,1
0,0,50,1,0,67,0.00768045271031,0
0,0,50,1,0,68,0.0141860819446,1
0,0,50,1,0,69,0.0139080574401,0
0,0,50,1,0,70,0.0116386492124,1
0,0,50,1,0,71,0.0116386492124,1
0,0,50,1,0,72,0.0153548797031,1
0,0,50,1,0,73,0.015053948632900001,1
0,0,50,1,0,74,0.01475891533,1
0,0,50,1,0,75,0.0116386492124,1
0,0,50,1,0,76,0.0116386492124,0
0,0,50,1,0,77,0.0144696642078,0
0,0,50,1,0,78,0.016294250323400001,1
0,0,50,1,0,79,0.015661826438200001,1
0,0,50,1,0,80,0.033226911242099998,1
0,0,50,1,0,81,0.0109676760216,1
0,0,50,1,0,82,0.033226911242099998,1
0,0,50,1,0,83,0.0109676760216,0
0,0,50,1,0,84,0.045606399576499999,1
0,0,50,1,0,85,0.0232681672947,1
0,0,50,1,0,86,0.016619975241699999,1
0,0,50,1,0,87,0.0051697203218499998,0
0,0,50,1,0,88,0.0144696642078,1
0,0,50,1,0,89,0.0097395453011299999,1
0,0,50,1,0,90,0.0072376712700300003,0
0,0,50,1,0,91,0.0088218311121600005,0
0,0,50,1,0,92,0.0144696642078,1
0,0,50,1,0,93,0.0118713078489,0
